,index,community_full,value,label,community,graph,color,marker
2176,right inferior temporal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
2177,right inferior temporal,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
2178,right inferior temporal,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
2179,right inferior temporal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
2180,right inferior temporal,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
2181,right inferior temporal,lattemp_gt_1,1,lat-temp,1,SUVR-derived graph,#C25954,^
2182,right inferior temporal,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
2183,right inferior temporal,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
2184,right inferior temporal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
2185,right inferior temporal,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
2186,right inferior temporal,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
2187,right inferior temporal,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
2188,right inferior temporal,lattemp_shap_5,1,lat-temp,5,SHAP-derived graph,#71B8B4,o
2189,right inferior temporal,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
2190,right inferior temporal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
2191,right inferior temporal,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
2192,right inferior temporal,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
2193,right inferior temporal,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
2194,right inferior temporal,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
2195,right inferior temporal,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
2196,right inferior temporal,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
2197,right inferior temporal,medpar_gt_4,1,med-par,4,SUVR-derived graph,#814B91,^
2198,right inferior temporal,medpar_shap_5,1,med-par,5,SHAP-derived graph,#71B8B4,o
2199,right inferior temporal,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
2200,right inferior temporal,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
2201,right inferior temporal,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
2202,right inferior temporal,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
2203,right inferior temporal,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
2204,right inferior temporal,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
2205,right inferior temporal,medtemp_gt_3,1,med-temp,3,SUVR-derived graph,#D97F31,^
2206,right inferior temporal,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
2207,right inferior temporal,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
2208,right inferior temporal,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
2209,right inferior temporal,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
2210,right inferior temporal,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
2211,right inferior temporal,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
2212,right inferior temporal,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
2213,right inferior temporal,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
2214,right inferior temporal,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
2215,right inferior temporal,occ_gt_3,1,occipital,3,SUVR-derived graph,#D97F31,^
2216,right inferior temporal,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
2217,right inferior temporal,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
2218,right inferior temporal,occ_shap_5,1,occipital,5,SHAP-derived graph,#71B8B4,o
2219,right inferior temporal,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
2220,right insula,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
2221,right insula,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
2222,right insula,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
2223,right insula,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
2224,right insula,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
2225,right insula,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
2226,right insula,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
2227,right insula,front_gt_4,1,frontal,4,SUVR-derived graph,#814B91,^
2228,right insula,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
2229,right insula,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
2230,right insula,latpar_shap_1,1,lat-par,1,SHAP-derived graph,#C25954,o
2231,right insula,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
2232,right insula,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
2233,right insula,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
2234,right insula,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
2235,right insula,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
2236,right insula,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
2237,right insula,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
2238,right insula,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
2239,right insula,latpar_gt_5,1,lat-par,5,SUVR-derived graph,#71B8B4,^
2240,right insula,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
2241,right insula,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
2242,right insula,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
2243,right insula,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
2244,right insula,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
2245,right insula,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
2246,right insula,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
2247,right insula,lattemp_gt_4,1,lat-temp,4,SUVR-derived graph,#814B91,^
2248,right insula,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
2249,right insula,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
2250,right insula,medpar_shap_1,1,med-par,1,SHAP-derived graph,#C25954,o
2251,right insula,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
2252,right insula,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
2253,right insula,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
2254,right insula,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
2255,right insula,medpar_gt_3,1,med-par,3,SUVR-derived graph,#D97F31,^
2256,right insula,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
2257,right insula,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
2258,right insula,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
2259,right insula,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
2260,right insula,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
2261,right insula,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
2262,right insula,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
2263,right insula,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
2264,right insula,medtemp_shap_3,1,med-temp,3,SHAP-derived graph,#D97F31,o
2265,right insula,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
2266,right insula,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
2267,right insula,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
2268,right insula,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
2269,right insula,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
2270,right insula,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
2271,right insula,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
2272,right insula,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
2273,right insula,occ_gt_2,1,occipital,2,SUVR-derived graph,#939ABE,^
2274,right insula,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
2275,right insula,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
2276,right insula,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
2277,right insula,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
2278,right insula,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
2279,right insula,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
2280,right isthmus cingulate,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
2281,right isthmus cingulate,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
2282,right isthmus cingulate,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
2283,right isthmus cingulate,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
2284,right isthmus cingulate,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
2285,right isthmus cingulate,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
2286,right isthmus cingulate,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
2287,right isthmus cingulate,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
2288,right isthmus cingulate,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
2289,right isthmus cingulate,front_gt_5,1,frontal,5,SUVR-derived graph,#71B8B4,^
2290,right isthmus cingulate,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
2291,right isthmus cingulate,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
2292,right isthmus cingulate,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
2293,right isthmus cingulate,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
2294,right isthmus cingulate,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
2295,right isthmus cingulate,latpar_gt_3,1,lat-par,3,SUVR-derived graph,#D97F31,^
2296,right isthmus cingulate,latpar_shap_4,1,lat-par,4,SHAP-derived graph,#814B91,o
2297,right isthmus cingulate,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
2298,right isthmus cingulate,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
2299,right isthmus cingulate,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
2300,right isthmus cingulate,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
2301,right isthmus cingulate,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
2302,right isthmus cingulate,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
2303,right isthmus cingulate,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
2304,right isthmus cingulate,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
2305,right isthmus cingulate,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
2306,right isthmus cingulate,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
2307,right isthmus cingulate,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
2308,right isthmus cingulate,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
2309,right isthmus cingulate,lattemp_gt_5,1,lat-temp,5,SUVR-derived graph,#71B8B4,^
2310,right isthmus cingulate,medpar_shap_1,1,med-par,1,SHAP-derived graph,#C25954,o
2311,right isthmus cingulate,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
2312,right isthmus cingulate,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
2313,right isthmus cingulate,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
2314,right isthmus cingulate,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
2315,right isthmus cingulate,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
2316,right isthmus cingulate,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
2317,right isthmus cingulate,medpar_gt_4,1,med-par,4,SUVR-derived graph,#814B91,^
2318,right isthmus cingulate,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
2319,right isthmus cingulate,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
2320,right isthmus cingulate,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
2321,right isthmus cingulate,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
2322,right isthmus cingulate,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
2323,right isthmus cingulate,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
2324,right isthmus cingulate,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
2325,right isthmus cingulate,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
2326,right isthmus cingulate,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
2327,right isthmus cingulate,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
2328,right isthmus cingulate,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
2329,right isthmus cingulate,medtemp_gt_5,1,med-temp,5,SUVR-derived graph,#71B8B4,^
2330,right isthmus cingulate,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
2331,right isthmus cingulate,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
2332,right isthmus cingulate,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
2333,right isthmus cingulate,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
2334,right isthmus cingulate,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
2335,right isthmus cingulate,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
2336,right isthmus cingulate,occ_shap_4,1,occipital,4,SHAP-derived graph,#814B91,o
2337,right isthmus cingulate,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
2338,right isthmus cingulate,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
2339,right isthmus cingulate,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
2340,right lateral occipital,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
2341,right lateral occipital,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
2342,right lateral occipital,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
2343,right lateral occipital,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
2344,right lateral occipital,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
2345,right lateral occipital,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
2346,right lateral occipital,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
2347,right lateral occipital,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
2348,right lateral occipital,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
2349,right lateral occipital,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
2350,right lateral occipital,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
2351,right lateral occipital,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
2352,right lateral occipital,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
2353,right lateral occipital,latpar_gt_2,1,lat-par,2,SUVR-derived graph,#939ABE,^
2354,right lateral occipital,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
2355,right lateral occipital,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
2356,right lateral occipital,latpar_shap_4,1,lat-par,4,SHAP-derived graph,#814B91,o
2357,right lateral occipital,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
2358,right lateral occipital,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
2359,right lateral occipital,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
2360,right lateral occipital,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
2361,right lateral occipital,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
2362,right lateral occipital,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
2363,right lateral occipital,lattemp_gt_2,1,lat-temp,2,SUVR-derived graph,#939ABE,^
2364,right lateral occipital,lattemp_shap_3,1,lat-temp,3,SHAP-derived graph,#D97F31,o
2365,right lateral occipital,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
2366,right lateral occipital,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
2367,right lateral occipital,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
2368,right lateral occipital,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
2369,right lateral occipital,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
2370,right lateral occipital,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
2371,right lateral occipital,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
2372,right lateral occipital,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
2373,right lateral occipital,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
2374,right lateral occipital,medpar_shap_3,1,med-par,3,SHAP-derived graph,#D97F31,o
2375,right lateral occipital,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
2376,right lateral occipital,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
2377,right lateral occipital,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
2378,right lateral occipital,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
2379,right lateral occipital,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
2380,right lateral occipital,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
2381,right lateral occipital,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
2382,right lateral occipital,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
2383,right lateral occipital,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
2384,right lateral occipital,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
2385,right lateral occipital,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
2386,right lateral occipital,medtemp_shap_4,1,med-temp,4,SHAP-derived graph,#814B91,o
2387,right lateral occipital,medtemp_gt_4,1,med-temp,4,SUVR-derived graph,#814B91,^
2388,right lateral occipital,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
2389,right lateral occipital,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
2390,right lateral occipital,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
2391,right lateral occipital,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
2392,right lateral occipital,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
2393,right lateral occipital,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
2394,right lateral occipital,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
2395,right lateral occipital,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
2396,right lateral occipital,occ_shap_4,1,occipital,4,SHAP-derived graph,#814B91,o
2397,right lateral occipital,occ_gt_4,1,occipital,4,SUVR-derived graph,#814B91,^
2398,right lateral occipital,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
2399,right lateral occipital,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
2400,right lateral orbitofrontal,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
2401,right lateral orbitofrontal,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
2402,right lateral orbitofrontal,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
2403,right lateral orbitofrontal,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
2404,right lateral orbitofrontal,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
2405,right lateral orbitofrontal,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
2406,right lateral orbitofrontal,front_shap_4,1,frontal,4,SHAP-derived graph,#814B91,o
2407,right lateral orbitofrontal,front_gt_4,1,frontal,4,SUVR-derived graph,#814B91,^
2408,right lateral orbitofrontal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
2409,right lateral orbitofrontal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
2410,right lateral orbitofrontal,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
2411,right lateral orbitofrontal,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
2412,right lateral orbitofrontal,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
2413,right lateral orbitofrontal,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
2414,right lateral orbitofrontal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
2415,right lateral orbitofrontal,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
2416,right lateral orbitofrontal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
2417,right lateral orbitofrontal,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
2418,right lateral orbitofrontal,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
2419,right lateral orbitofrontal,latpar_gt_5,1,lat-par,5,SUVR-derived graph,#71B8B4,^
2420,right lateral orbitofrontal,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
2421,right lateral orbitofrontal,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
2422,right lateral orbitofrontal,lattemp_shap_2,1,lat-temp,2,SHAP-derived graph,#939ABE,o
2423,right lateral orbitofrontal,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
2424,right lateral orbitofrontal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
2425,right lateral orbitofrontal,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
2426,right lateral orbitofrontal,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
2427,right lateral orbitofrontal,lattemp_gt_4,1,lat-temp,4,SUVR-derived graph,#814B91,^
2428,right lateral orbitofrontal,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
2429,right lateral orbitofrontal,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
2430,right lateral orbitofrontal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
2431,right lateral orbitofrontal,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
2432,right lateral orbitofrontal,medpar_shap_2,1,med-par,2,SHAP-derived graph,#939ABE,o
2433,right lateral orbitofrontal,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
2434,right lateral orbitofrontal,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
2435,right lateral orbitofrontal,medpar_gt_3,1,med-par,3,SUVR-derived graph,#D97F31,^
2436,right lateral orbitofrontal,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
2437,right lateral orbitofrontal,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
2438,right lateral orbitofrontal,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
2439,right lateral orbitofrontal,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
2440,right lateral orbitofrontal,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
2441,right lateral orbitofrontal,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
2442,right lateral orbitofrontal,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
2443,right lateral orbitofrontal,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
2444,right lateral orbitofrontal,medtemp_shap_3,1,med-temp,3,SHAP-derived graph,#D97F31,o
2445,right lateral orbitofrontal,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
2446,right lateral orbitofrontal,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
2447,right lateral orbitofrontal,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
2448,right lateral orbitofrontal,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
2449,right lateral orbitofrontal,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
2450,right lateral orbitofrontal,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
2451,right lateral orbitofrontal,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
2452,right lateral orbitofrontal,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
2453,right lateral orbitofrontal,occ_gt_2,1,occipital,2,SUVR-derived graph,#939ABE,^
2454,right lateral orbitofrontal,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
2455,right lateral orbitofrontal,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
2456,right lateral orbitofrontal,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
2457,right lateral orbitofrontal,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
2458,right lateral orbitofrontal,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
2459,right lateral orbitofrontal,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
2460,right lingual,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
2461,right lingual,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
2462,right lingual,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
2463,right lingual,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
2464,right lingual,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
2465,right lingual,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
2466,right lingual,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
2467,right lingual,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
2468,right lingual,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
2469,right lingual,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
2470,right lingual,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
2471,right lingual,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
2472,right lingual,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
2473,right lingual,latpar_gt_2,1,lat-par,2,SUVR-derived graph,#939ABE,^
2474,right lingual,latpar_shap_3,1,lat-par,3,SHAP-derived graph,#D97F31,o
2475,right lingual,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
